emailStatus,email,fullName,firstName,lastName,linkedinUrl,companyName,companyWebsite,icebreaker,country,location,industry,companyWebsite,companyProfileUrl,civility,Role,CNAE,DownloadCount
deliverable,stephen.maddox@payne.net,Stephen Maddox,Stephen,Maddox,https://www.linkedin.com/in/stephen-maddox,Bartlett-Austin,holmes.net,,Solomon Islands,Port Williamfurt,Education,http://holmes.net,https://www.linkedin.com/company/bartlett-austin,Mr,Director,6594.0,25
undeliverable,michelle.merritt@henry-oneal.org,Michelle Merritt,Michelle,Merritt,https://www.linkedin.com/in/michelle-merritt,Ford Ltd,harrison-wood.com,,Iceland,South Kristopherburgh,Finance,http://harrison-wood.com,https://www.linkedin.com/company/ford-ltd,Mr,Director,7885.0,24
undeliverable,charles.robinson@brown-shaw.com,Charles Robinson,Charles,Robinson,https://www.linkedin.com/in/charles-robinson,Romero, Morales and Kim,crawford.org,,Marshall Islands,Delacruzview,Retail,http://crawford.org,https://www.linkedin.com/company/romero,-morales-and-kim,Mrs,Director,6682.0,24
deliverable,paula.ferguson@davis-shea.com,Paula Ferguson,Paula,Ferguson,https://www.linkedin.com/in/paula-ferguson,Jordan-Townsend,gilmore.com,,Montserrat,Lake Lisa,Education,http://gilmore.com,https://www.linkedin.com/company/jordan-townsend,Mrs,Director,3991.0,25
undeliverable,raymond.peterson@fischer-fuentes.com,Raymond Peterson,Raymond,Peterson,https://www.linkedin.com/in/raymond-peterson,George, Berg and Higgins,murphy-shaw.com,,Palau,Dawsonland,Retail,http://murphy-shaw.com,https://www.linkedin.com/company/george,-berg-and-higgins,Mrs,Director,1467.0,24
deliverable,eric.douglas@martin.com,Eric Douglas,Eric,Douglas,https://www.linkedin.com/in/eric-douglas,Powell Ltd,huff.org,,Czech Republic,Ericksonview,Finance,http://huff.org,https://www.linkedin.com/company/powell-ltd,Mrs,Director,1220.0,24
undeliverable,amy.martinez@johnson-abbott.biz,Amy Martinez,Amy,Martinez,https://www.linkedin.com/in/amy-martinez,Stone-Richard,rivera-mcneil.com,,Indonesia,Teresaville,Retail,http://rivera-mcneil.com,https://www.linkedin.com/company/stone-richard,Mrs,Director,547.0,24
deliverable,aaron.sanchez@harris.info,Aaron Sanchez,Aaron,Sanchez,https://www.linkedin.com/in/aaron-sanchez,Christensen-Jackson,bailey.com,,Australia,North Natashashire,Healthcare,http://bailey.com,https://www.linkedin.com/company/christensen-jackson,Mrs,Director,5342.0,24
undeliverable,sharon.deleon@grant.com,Sharon Deleon,Sharon,Deleon,https://www.linkedin.com/in/sharon-deleon,Sparks-Jones,ortiz.com,,New Zealand,Smithfort,Retail,http://ortiz.com,https://www.linkedin.com/company/sparks-jones,Mrs,Director,4599.0,24
undeliverable,sara.bell@colon-nelson.com,Sara Bell,Sara,Bell,https://www.linkedin.com/in/sara-bell,Martin Ltd,edwards.com,,Lesotho,South Cindyshire,Entertainment,http://edwards.com,https://www.linkedin.com/company/martin-ltd,Mrs,Director,4843.0,24
deliverable,clarence.cruz@horton-brown.com,Clarence Cruz,Clarence,Cruz,https://www.linkedin.com/in/clarence-cruz,Brown Inc,gross-simmons.info,,Canada,Port Andrew,Technology,http://gross-simmons.info,https://www.linkedin.com/company/brown-inc,Mr,Director,592.0,24
undeliverable,andrew.hernandez@jackson-martin.org,Andrew Hernandez,Andrew,Hernandez,https://www.linkedin.com/in/andrew-hernandez,Zimmerman, Reed and Knapp,carson.biz,,El Salvador,Matthewfurt,Healthcare,http://carson.biz,https://www.linkedin.com/company/zimmerman,-reed-and-knapp,Mr,Director,3751.0,24
undeliverable,andrea.garcia@johnson.com,Andrea Garcia,Andrea,Garcia,https://www.linkedin.com/in/andrea-garcia,Roberts, Vazquez and Dudley,taylor-gordon.com,,Croatia,Whitestad,Finance,http://taylor-gordon.com,https://www.linkedin.com/company/roberts,-vazquez-and-dudley,Mr,Director,7538.0,24
undeliverable,kevin.taylor@wilkins-mcmahon.com,Kevin Taylor,Kevin,Taylor,https://www.linkedin.com/in/kevin-taylor,Cohen, Collier and Berry,garcia.org,,Bulgaria,Mariahbury,Finance,http://garcia.org,https://www.linkedin.com/company/cohen,-collier-and-berry,Mr,Director,5855.0,24
deliverable,aaron.wilson@richardson.net,Aaron Wilson,Aaron,Wilson,https://www.linkedin.com/in/aaron-wilson,Bailey Ltd,green-gonzalez.biz,,Spain,East Cassidyshire,Retail,http://green-gonzalez.biz,https://www.linkedin.com/company/bailey-ltd,Mrs,Director,1623.0,24
undeliverable,crystal.manning@simmons.org,Crystal Manning,Crystal,Manning,https://www.linkedin.com/in/crystal-manning,Riley and Sons,harris-young.com,,Tajikistan,Port Joshua,Finance,http://harris-young.com,https://www.linkedin.com/company/riley-and-sons,Mrs,Director,9763.0,24
deliverable,john.james@rasmussen.com,John James,John,James,https://www.linkedin.com/in/john-james,Welch-Carroll,torres.org,,Mexico,South Barbaratown,Finance,http://torres.org,https://www.linkedin.com/company/welch-carroll,Mrs,Director,561.0,24
undeliverable,christopher.valencia@cook.com,Christopher Valencia,Christopher,Valencia,https://www.linkedin.com/in/christopher-valencia,Bradshaw, Mitchell and Robinson,jones.org,,Japan,Luisport,Retail,http://jones.org,https://www.linkedin.com/company/bradshaw,-mitchell-and-robinson,Mrs,Director,2103.0,24
undeliverable,spencer.blackwell@martin.net,Spencer Blackwell,Spencer,Blackwell,https://www.linkedin.com/in/spencer-blackwell,Smith-Craig,tapia.net,,Mali,West Joelborough,Finance,http://tapia.net,https://www.linkedin.com/company/smith-craig,Mrs,Director,2695.0,24
undeliverable,bobby.pruitt@valdez-perez.com,Bobby Pruitt,Bobby,Pruitt,https://www.linkedin.com/in/bobby-pruitt,Green PLC,brown.com,,Czech Republic,Kelseyfurt,Manufacturing,http://brown.com,https://www.linkedin.com/company/green-plc,Mrs,Director,3906.0,24
deliverable,kristin.proctor@bean.info,Kristin Proctor,Kristin,Proctor,https://www.linkedin.com/in/kristin-proctor,Owen, Rivers and Smith,mcclure-lane.com,,United Arab Emirates,Petersonland,Healthcare,http://mcclure-lane.com,https://www.linkedin.com/company/owen,-rivers-and-smith,Mrs,Director,8596.0,24
deliverable,eric.martin@scott-reyes.biz,Eric Martin,Eric,Martin,https://www.linkedin.com/in/eric-martin,Garza Ltd,bruce.net,,Tanzania,East Michaelmouth,Retail,http://bruce.net,https://www.linkedin.com/company/garza-ltd,Mrs,Director,5518.0,24
undeliverable,jenna.evans@ferguson-gonzalez.net,Jenna Evans,Jenna,Evans,https://www.linkedin.com/in/jenna-evans,Lara, Mata and Hooper,fuller.com,,Slovenia,South Alexandrabury,Retail,http://fuller.com,https://www.linkedin.com/company/lara,-mata-and-hooper,Mrs,Director,6087.0,24
undeliverable,charles.mendoza@lewis.info,Charles Mendoza,Charles,Mendoza,https://www.linkedin.com/in/charles-mendoza,Zhang-Gordon,jones.com,,United States Virgin Islands,Cainbury,Healthcare,http://jones.com,https://www.linkedin.com/company/zhang-gordon,Mrs,Director,4127.0,24
deliverable,renee.rios@quinn.com,Renee Rios,Renee,Rios,https://www.linkedin.com/in/renee-rios,Barron-Johnson,james.com,,Kazakhstan,Manningtown,Retail,http://james.com,https://www.linkedin.com/company/barron-johnson,Mrs,Director,5165.0,24
deliverable,julia.hudson@wright.net,Julia Hudson,Julia,Hudson,https://www.linkedin.com/in/julia-hudson,Cook, Leonard and Wood,barrera.com,,Guatemala,West Melissa,Retail,http://barrera.com,https://www.linkedin.com/company/cook,-leonard-and-wood,Mrs,Director,4358.0,24
deliverable,cory.young@jackson.com,Cory Young,Cory,Young,https://www.linkedin.com/in/cory-young,Bell, Greene and Leonard,stevens.com,,Eritrea,Loribury,Technology,http://stevens.com,https://www.linkedin.com/company/bell,-greene-and-leonard,Mr,Director,2441.0,24
deliverable,michael.lyons@cardenas-torres.info,Michael Lyons,Michael,Lyons,https://www.linkedin.com/in/michael-lyons,Chaney, Thomas and Jones,flores.com,,Heard Island and McDonald Islands,Timothystad,Retail,http://flores.com,https://www.linkedin.com/company/chaney,-thomas-and-jones,Mr,Director,3897.0,24
undeliverable,dorothy.jones@clay.com,Dorothy Jones,Dorothy,Jones,https://www.linkedin.com/in/dorothy-jones,Bauer, Franklin and Peterson,mcintosh.biz,,Croatia,Lake Jennifer,Manufacturing,http://mcintosh.biz,https://www.linkedin.com/company/bauer,-franklin-and-peterson,Mr,Director,4894.0,24
undeliverable,karen.diaz@callahan.com,Karen Diaz,Karen,Diaz,https://www.linkedin.com/in/karen-diaz,Salazar, Simmons and Castro,choi-shelton.com,,Sri Lanka,Daleburgh,Education,http://choi-shelton.com,https://www.linkedin.com/company/salazar,-simmons-and-castro,Mr,Director,5261.0,25
undeliverable,philip.miller@kemp.info,Philip Miller,Philip,Miller,https://www.linkedin.com/in/philip-miller,Clark-Robinson,johnson.com,,Vietnam,Port Josephland,Healthcare,http://johnson.com,https://www.linkedin.com/company/clark-robinson,Mr,Director,1709.0,24
deliverable,adam.wells@wade-mahoney.com,Adam Wells,Adam,Wells,https://www.linkedin.com/in/adam-wells,Smith, Burch and Clark,murphy.com,,Iraq,West Heidi,Education,http://murphy.com,https://www.linkedin.com/company/smith,-burch-and-clark,Mr,Director,4051.0,25
undeliverable,joseph.wood@palmer-morales.info,Joseph Wood,Joseph,Wood,https://www.linkedin.com/in/joseph-wood,Owens Inc,jensen.com,,Rwanda,West Russell,Retail,http://jensen.com,https://www.linkedin.com/company/owens-inc,Mr,Director,3490.0,24
deliverable,joseph.snow@lamb-sanders.com,Joseph Snow,Joseph,Snow,https://www.linkedin.com/in/joseph-snow,Dickerson, Jackson and Brown,harrison-drake.org,,Canada,Matthewborough,Technology,http://harrison-drake.org,https://www.linkedin.com/company/dickerson,-jackson-and-brown,Mr,Director,6865.0,24
undeliverable,charles.mitchell@vazquez.com,Charles Mitchell,Charles,Mitchell,https://www.linkedin.com/in/charles-mitchell,Manning-Price,moore.info,,Paraguay,New Kennethshire,Healthcare,http://moore.info,https://www.linkedin.com/company/manning-price,Mr,Director,8151.0,24
deliverable,miss.allison.lewis.phd@jackson.com,Miss Allison Lewis PhD,Miss,Allison Lewis PhD,https://www.linkedin.com/in/miss-allison-lewis-phd,Romero, Jacobs and Richard,vasquez.com,,Turkey,Williamsmouth,Retail,http://vasquez.com,https://www.linkedin.com/company/romero,-jacobs-and-richard,Mr,Director,6197.0,24
deliverable,john.martinez@gilbert.info,John Martinez,John,Martinez,https://www.linkedin.com/in/john-martinez,Gonzalez Inc,gutierrez-moss.com,,Egypt,Greeneberg,Education,http://gutierrez-moss.com,https://www.linkedin.com/company/gonzalez-inc,Mr,Director,8707.0,25
deliverable,darlene.cochran@beasley.info,Darlene Cochran,Darlene,Cochran,https://www.linkedin.com/in/darlene-cochran,Harris Inc,marshall.info,,South Georgia and the South Sandwich Islands,Michelefurt,Entertainment,http://marshall.info,https://www.linkedin.com/company/harris-inc,Mr,Director,4768.0,24
deliverable,brian.herring@graham.com,Brian Herring,Brian,Herring,https://www.linkedin.com/in/brian-herring,Wilson-Brewer,murillo.com,,Malta,West Brett,Entertainment,http://murillo.com,https://www.linkedin.com/company/wilson-brewer,Mr,Director,4129.0,24
deliverable,kelly.butler@koch.com,Kelly Butler,Kelly,Butler,https://www.linkedin.com/in/kelly-butler,Rowland, Henderson and Lawson,blanchard.biz,,Monaco,New Tammy,Technology,http://blanchard.biz,https://www.linkedin.com/company/rowland,-henderson-and-lawson,Mrs,Director,1799.0,24
undeliverable,krista.davis@dorsey.info,Krista Davis,Krista,Davis,https://www.linkedin.com/in/krista-davis,Joseph, Santana and Butler,carter.com,,Liechtenstein,Lake Vanessa,Healthcare,http://carter.com,https://www.linkedin.com/company/joseph,-santana-and-butler,Mrs,Director,632.0,24
deliverable,sara.mclean@george.com,Sara Mclean,Sara,Mclean,https://www.linkedin.com/in/sara-mclean,Edwards and Sons,reeves.info,,Brunei Darussalam,Cooperland,Healthcare,http://reeves.info,https://www.linkedin.com/company/edwards-and-sons,Mrs,Director,2645.0,24
deliverable,jessica.williams@mitchell.org,Jessica Williams,Jessica,Williams,https://www.linkedin.com/in/jessica-williams,Patton-Thompson,mcguire-dixon.com,,Afghanistan,Elizabethmouth,Entertainment,http://mcguire-dixon.com,https://www.linkedin.com/company/patton-thompson,Mrs,Director,9098.0,24
undeliverable,rachel.miller@barton.com,Rachel Miller,Rachel,Miller,https://www.linkedin.com/in/rachel-miller,Landry, Brown and Jackson,johnson-duffy.info,,Cote d'Ivoire,Jennashire,Education,http://johnson-duffy.info,https://www.linkedin.com/company/landry,-brown-and-jackson,Mrs,Director,3001.0,25
deliverable,anna.nelson@brown-stone.com,Anna Nelson,Anna,Nelson,https://www.linkedin.com/in/anna-nelson,Morgan LLC,vega.com,,Slovakia (Slovak Republic),Lake Antonio,Entertainment,http://vega.com,https://www.linkedin.com/company/morgan-llc,Mrs,Director,1164.0,24
undeliverable,pamela.smith@taylor.com,Pamela Smith,Pamela,Smith,https://www.linkedin.com/in/pamela-smith,Patton-Hanna,jackson.info,,Belgium,Kristinestad,Education,http://jackson.info,https://www.linkedin.com/company/patton-hanna,Mrs,Director,7984.0,25
deliverable,mark.powell@young.net,Mark Powell,Mark,Powell,https://www.linkedin.com/in/mark-powell,Harmon LLC,cardenas-wright.com,,Ecuador,Barberchester,Entertainment,http://cardenas-wright.com,https://www.linkedin.com/company/harmon-llc,Mrs,Director,2818.0,24
undeliverable,melissa.pena@kelly.com,Melissa Pena,Melissa,Pena,https://www.linkedin.com/in/melissa-pena,Farley Group,rodriguez.com,,Grenada,South Christie,Education,http://rodriguez.com,https://www.linkedin.com/company/farley-group,Mrs,Director,5134.0,25
deliverable,jeremiah.white@weiss.com,Jeremiah White,Jeremiah,White,https://www.linkedin.com/in/jeremiah-white,Hardy-Estrada,mann.com,,Cyprus,South Davidside,Entertainment,http://mann.com,https://www.linkedin.com/company/hardy-estrada,Mrs,Director,395.0,24
deliverable,steven.johnson@smith-martin.biz,Steven Johnson,Steven,Johnson,https://www.linkedin.com/in/steven-johnson,Ball PLC,nguyen-dunn.net,,Slovakia (Slovak Republic),South Jenniferview,Education,http://nguyen-dunn.net,https://www.linkedin.com/company/ball-plc,Mrs,Director,9620.0,25
undeliverable,justin.sellers@martin-king.info,Justin Sellers,Justin,Sellers,https://www.linkedin.com/in/justin-sellers,Roberts, Brown and Barrett,myers-washington.net,,Kuwait,Lake Nicholas,Healthcare,http://myers-washington.net,https://www.linkedin.com/company/roberts,-brown-and-barrett,Mrs,Director,916.0,24
undeliverable,sarah.waters@maxwell.com,Sarah Waters,Sarah,Waters,https://www.linkedin.com/in/sarah-waters,Burnett Group,harris.com,,Cuba,Martinberg,Manufacturing,http://harris.com,https://www.linkedin.com/company/burnett-group,Mrs,Director,6322.0,24
deliverable,robert.davidson@neal.biz,Robert Davidson,Robert,Davidson,https://www.linkedin.com/in/robert-davidson,Romero-Moran,williams.com,,United States Minor Outlying Islands,Port Tiffanyfort,Education,http://williams.com,https://www.linkedin.com/company/romero-moran,Mrs,Director,5764.0,25
undeliverable,lauren.mcneil@barrera.com,Lauren Mcneil,Lauren,Mcneil,https://www.linkedin.com/in/lauren-mcneil,Carroll, Martinez and Mendez,stanley.org,,Nauru,New Nathan,Finance,http://stanley.org,https://www.linkedin.com/company/carroll,-martinez-and-mendez,Mrs,Director,6428.0,24
deliverable,adam.walsh@martinez.com,Adam Walsh,Adam,Walsh,https://www.linkedin.com/in/adam-walsh,Ramirez and Sons,levy-peterson.biz,,Turkmenistan,North Ashley,Healthcare,http://levy-peterson.biz,https://www.linkedin.com/company/ramirez-and-sons,Mrs,Director,3122.0,24
deliverable,jamie.martin@oliver-hernandez.com,Jamie Martin,Jamie,Martin,https://www.linkedin.com/in/jamie-martin,Yang Group,johnson.com,,Austria,East Noahville,Technology,http://johnson.com,https://www.linkedin.com/company/yang-group,Mr,Director,9931.0,24
undeliverable,breanna.murray@brown.com,Breanna Murray,Breanna,Murray,https://www.linkedin.com/in/breanna-murray,Oconnor and Sons,howell-allen.biz,,Maldives,North Sethport,Manufacturing,http://howell-allen.biz,https://www.linkedin.com/company/oconnor-and-sons,Mr,Director,8143.0,24
undeliverable,morgan.hogan@hanson.biz,Morgan Hogan,Morgan,Hogan,https://www.linkedin.com/in/morgan-hogan,Peterson-Miller,brown.com,,Bangladesh,West Danielport,Technology,http://brown.com,https://www.linkedin.com/company/peterson-miller,Mr,Director,9663.0,24
deliverable,kelly.george@guzman-valentine.org,Kelly George,Kelly,George,https://www.linkedin.com/in/kelly-george,Gordon, Jacobs and Bennett,walker-livingston.biz,,Bahamas,Cookmouth,Education,http://walker-livingston.biz,https://www.linkedin.com/company/gordon,-jacobs-and-bennett,Mr,Director,2280.0,25
undeliverable,jean.nicholson@tate.org,Jean Nicholson,Jean,Nicholson,https://www.linkedin.com/in/jean-nicholson,Freeman-Williams,schmidt.info,,Aruba,New John,Education,http://schmidt.info,https://www.linkedin.com/company/freeman-williams,Mr,Director,222.0,25
