emailStatus,email,fullName,firstName,lastName,linkedinUrl,companyName,companyWebsite,icebreaker,country,location,industry,companyWebsite,companyProfileUrl,civility,Role,CNAE,DownloadCount
undeliverable,kimberly.diaz@browning.com,Kimberly Diaz,Kimberly,Diaz,https://www.linkedin.com/in/kimberly-diaz,Tucker Group,davis.info,,Greenland,Wareburgh,Education,http://davis.info,https://www.linkedin.com/company/tucker-group,,CTO,7066.0,1
deliverable,katherine.hunt@leon.com,Katherine Hunt,Katherine,Hunt,https://www.linkedin.com/in/katherine-hunt,Whitney-Adams,anderson.biz,,Guinea-Bissau,South Lindabury,Entertainment,http://anderson.biz,https://www.linkedin.com/company/whitney-adams,Mr,CMO,1665.0,1
undeliverable,amy.blanchard@wilson.com,Amy Blanchard,Amy,Blanchard,https://www.linkedin.com/in/amy-blanchard,Hopkins Inc,harris.info,,Burundi,Johnsonborough,Education,http://harris.info,https://www.linkedin.com/company/hopkins-inc,Mr,CFO,6739.0,1
deliverable,cassandra.morrow@wheeler-smith.com,Cassandra Morrow,Cassandra,Morrow,https://www.linkedin.com/in/cassandra-morrow,Young, George and Hoover,palmer.com,,Northern Mariana Islands,Johnhaven,Education,http://palmer.com,https://www.linkedin.com/company/young,-george-and-hoover,Mr,CMO,1141.0,1
undeliverable,tiffany.eaton@choi.com,Tiffany Eaton,Tiffany,Eaton,https://www.linkedin.com/in/tiffany-eaton,Mendoza and Sons,frey-anderson.org,,Taiwan,Lisamouth,Finance,http://frey-anderson.org,https://www.linkedin.com/company/mendoza-and-sons,Mr,VP,1988.0,1
deliverable,bryan.burns@hill.com,Bryan Burns,Bryan,Burns,https://www.linkedin.com/in/bryan-burns,Miller, Farmer and Jones,hernandez-george.org,,Bangladesh,East Markberg,Finance,http://hernandez-george.org,https://www.linkedin.com/company/miller,-farmer-and-jones,Mr,CEO,7220.0,1
deliverable,nicholas.brown@rush.com,Nicholas Brown,Nicholas,Brown,https://www.linkedin.com/in/nicholas-brown,West and Sons,sampson-white.com,,Jamaica,New Tammyshire,Retail,http://sampson-white.com,https://www.linkedin.com/company/west-and-sons,Mr,COO,3503.0,1
undeliverable,vickie.vazquez@miller.com,Vickie Vazquez,Vickie,Vazquez,https://www.linkedin.com/in/vickie-vazquez,Powell-Parker,martinez.com,,Bulgaria,North Austinside,Manufacturing,http://martinez.com,https://www.linkedin.com/company/powell-parker,Mr,CFO,6421.0,1
undeliverable,dennis.cantu@johnson.com,Dennis Cantu,Dennis,Cantu,https://www.linkedin.com/in/dennis-cantu,Whitehead, Hunter and Preston,hester-jackson.org,,British Virgin Islands,Lake Lesliemouth,Healthcare,http://hester-jackson.org,https://www.linkedin.com/company/whitehead,-hunter-and-preston,Mr,CFO,1128.0,1
undeliverable,linda.monroe@price.com,Linda Monroe,Linda,Monroe,https://www.linkedin.com/in/linda-monroe,Wells-Mccormick,baldwin-livingston.org,,Guadeloupe,Lake Bill,Education,http://baldwin-livingston.org,https://www.linkedin.com/company/wells-mccormick,Mr,CFO,8600.0,1
undeliverable,angela.reid@schneider-mitchell.com,Angela Reid,Angela,Reid,https://www.linkedin.com/in/angela-reid,Watson Inc,jones-scott.com,,Bulgaria,South Michael,Education,http://jones-scott.com,https://www.linkedin.com/company/watson-inc,Mr,CMO,6274.0,1
undeliverable,aaron.powell@higgins.com,Aaron Powell,Aaron,Powell,https://www.linkedin.com/in/aaron-powell,Taylor Ltd,marsh.com,,Afghanistan,Tommyfurt,Entertainment,http://marsh.com,https://www.linkedin.com/company/taylor-ltd,Mrs,CTO,350.0,1
undeliverable,david.harrison@young.com,David Harrison,David,Harrison,https://www.linkedin.com/in/david-harrison,Kelly, Jones and Ballard,waters.com,,Indonesia,South Sandraside,Education,http://waters.com,https://www.linkedin.com/company/kelly,-jones-and-ballard,Mrs,COO,1887.0,1
deliverable,michael.curtis@lam-reed.com,Michael Curtis,Michael,Curtis,https://www.linkedin.com/in/michael-curtis,Petersen-Weaver,martin.com,,Ecuador,North Michaelview,Healthcare,http://martin.com,https://www.linkedin.com/company/petersen-weaver,Mrs,CTO,7372.0,1
deliverable,sue.martin@mcclure.com,Sue Martin,Sue,Martin,https://www.linkedin.com/in/sue-martin,Tanner and Sons,medina-alvarez.com,,Niger,Port Elizabeth,Healthcare,http://medina-alvarez.com,https://www.linkedin.com/company/tanner-and-sons,Mrs,COO,1420.0,1
undeliverable,christina.kirk@villa-aguilar.com,Christina Kirk,Christina,Kirk,https://www.linkedin.com/in/christina-kirk,Mcknight, Thomas and Perry,zuniga.com,,Korea,Frankfurt,Manufacturing,http://zuniga.com,https://www.linkedin.com/company/mcknight,-thomas-and-perry,Mr,CFO,1529.0,1
undeliverable,deanna.spencer@smith.com,Deanna Spencer,Deanna,Spencer,https://www.linkedin.com/in/deanna-spencer,Brown, Thomas and Johnson,rios.com,,Palau,New Courtneyview,Entertainment,http://rios.com,https://www.linkedin.com/company/brown,-thomas-and-johnson,Mr,CEO,2021.0,1
undeliverable,kenneth.watson@edwards-humphrey.com,Kenneth Watson,Kenneth,Watson,https://www.linkedin.com/in/kenneth-watson,Russell and Sons,hahn.info,,Kuwait,Aguilarmouth,Education,http://hahn.info,https://www.linkedin.com/company/russell-and-sons,Mr,CMO,6229.0,1
undeliverable,anthony.nguyen@ramos-dennis.net,Anthony Nguyen,Anthony,Nguyen,https://www.linkedin.com/in/anthony-nguyen,Mcmillan, Wilson and James,richmond.com,,Denmark,New Kelly,Entertainment,http://richmond.com,https://www.linkedin.com/company/mcmillan,-wilson-and-james,Mr,CFO,7795.0,1
deliverable,gabrielle.smith@gordon-hayden.biz,Gabrielle Smith,Gabrielle,Smith,https://www.linkedin.com/in/gabrielle-smith,Harmon, Matthews and Ross,nunez-thompson.com,,Bouvet Island (Bouvetoya),Ianton,Technology,http://nunez-thompson.com,https://www.linkedin.com/company/harmon,-matthews-and-ross,Mr,CFO,7938.0,1
deliverable,kara.bell@larson.org,Kara Bell,Kara,Bell,https://www.linkedin.com/in/kara-bell,Richards, Clay and David,hernandez.biz,,Samoa,West Teresafurt,Retail,http://hernandez.biz,https://www.linkedin.com/company/richards,-clay-and-david,Mr,CEO,9993.0,1
undeliverable,shawn.harris@martinez.com,Shawn Harris,Shawn,Harris,https://www.linkedin.com/in/shawn-harris,Medina-Hull,smith-duncan.com,,Northern Mariana Islands,Port David,Education,http://smith-duncan.com,https://www.linkedin.com/company/medina-hull,Mr,CMO,2694.0,1
deliverable,gregory.peterson@davis.org,Gregory Peterson,Gregory,Peterson,https://www.linkedin.com/in/gregory-peterson,Patel-Thompson,dean.com,,Papua New Guinea,Michaeltown,Technology,http://dean.com,https://www.linkedin.com/company/patel-thompson,Mr,VP,4415.0,1
deliverable,jennifer.jordan@cook.com,Jennifer Jordan,Jennifer,Jordan,https://www.linkedin.com/in/jennifer-jordan,Torres PLC,watkins.com,,Norway,Woodstad,Manufacturing,http://watkins.com,https://www.linkedin.com/company/torres-plc,Mr,CTO,3443.0,1
deliverable,todd.anderson@mcconnell-gomez.com,Todd Anderson,Todd,Anderson,https://www.linkedin.com/in/todd-anderson,Watson-Mcfarland,kelly-david.biz,,Aruba,Johnport,Retail,http://kelly-david.biz,https://www.linkedin.com/company/watson-mcfarland,Mr,CMO,8029.0,1
deliverable,alicia.wilcox@zuniga.info,Alicia Wilcox,Alicia,Wilcox,https://www.linkedin.com/in/alicia-wilcox,Wong, Gallagher and Ryan,price-montgomery.com,,Saint Barthelemy,South Paul,Manufacturing,http://price-montgomery.com,https://www.linkedin.com/company/wong,-gallagher-and-ryan,Mr,CFO,3300.0,1
deliverable,cory.valenzuela@gomez.com,Cory Valenzuela,Cory,Valenzuela,https://www.linkedin.com/in/cory-valenzuela,Villanueva-Parker,crawford.com,,Estonia,Christinaborough,Finance,http://crawford.com,https://www.linkedin.com/company/villanueva-parker,Mrs,CMO,5381.0,1
deliverable,carolyn.smith.md@simmons.com,Carolyn Smith MD,Carolyn,Smith MD,https://www.linkedin.com/in/carolyn-smith-md,Jones, Wilson and Conrad,hernandez-lynn.com,,Korea,Seanside,Retail,http://hernandez-lynn.com,https://www.linkedin.com/company/jones,-wilson-and-conrad,Mrs,CTO,6415.0,1
deliverable,elizabeth.pearson@vaughan-brown.com,Elizabeth Pearson,Elizabeth,Pearson,https://www.linkedin.com/in/elizabeth-pearson,Johnson-Hays,franklin-morgan.com,,Brunei Darussalam,Tannerbury,Healthcare,http://franklin-morgan.com,https://www.linkedin.com/company/johnson-hays,Mrs,VP,1880.0,1
undeliverable,matthew.martin@kerr.com,Matthew Martin,Matthew,Martin,https://www.linkedin.com/in/matthew-martin,Gordon Group,jones-patterson.org,,Palau,North Dennisfort,Finance,http://jones-patterson.org,https://www.linkedin.com/company/gordon-group,Mrs,Director,5679.0,1
undeliverable,sergio.villa@deleon.com,Sergio Villa,Sergio,Villa,https://www.linkedin.com/in/sergio-villa,Hogan and Sons,reynolds.com,,Barbados,North Zachary,Technology,http://reynolds.com,https://www.linkedin.com/company/hogan-and-sons,Mrs,Director,4434.0,1
undeliverable,leonard.miller@baker.info,Leonard Miller,Leonard,Miller,https://www.linkedin.com/in/leonard-miller,Martinez, Roberson and Collier,roth-fuentes.biz,,Tuvalu,East Austin,Entertainment,http://roth-fuentes.biz,https://www.linkedin.com/company/martinez,-roberson-and-collier,Mrs,COO,7063.0,1
deliverable,christopher.fisher@mcgee.com,Christopher Fisher,Christopher,Fisher,https://www.linkedin.com/in/christopher-fisher,Cobb-Wall,sanchez.info,,Cocos (Keeling) Islands,East Amy,Retail,http://sanchez.info,https://www.linkedin.com/company/cobb-wall,Mrs,CFO,8642.0,1
undeliverable,sherry.wright.dds@parker.biz,Sherry Wright DDS,Sherry,Wright DDS,https://www.linkedin.com/in/sherry-wright-dds,Parker PLC,riley-holmes.biz,,Netherlands Antilles,West Rebecca,Manufacturing,http://riley-holmes.biz,https://www.linkedin.com/company/parker-plc,Mrs,COO,6778.0,1
deliverable,beth.mullins@johnson.com,Beth Mullins,Beth,Mullins,https://www.linkedin.com/in/beth-mullins,Sosa, Warner and Clark,robertson.org,,Belize,West Carrie,Retail,http://robertson.org,https://www.linkedin.com/company/sosa,-warner-and-clark,Mrs,CMO,8900.0,1
undeliverable,joseph.hines@long-robinson.info,Joseph Hines,Joseph,Hines,https://www.linkedin.com/in/joseph-hines,Johnson PLC,powers.com,,Mauritius,North Thomas,Technology,http://powers.com,https://www.linkedin.com/company/johnson-plc,Mrs,CTO,3288.0,1
undeliverable,michael.bentley@johnson.net,Michael Bentley,Michael,Bentley,https://www.linkedin.com/in/michael-bentley,Walker, Richards and Nguyen,carroll.biz,,Swaziland,West Jeffrey,Technology,http://carroll.biz,https://www.linkedin.com/company/walker,-richards-and-nguyen,Mrs,COO,3437.0,1
undeliverable,melissa.lewis@lewis.com,Melissa Lewis,Melissa,Lewis,https://www.linkedin.com/in/melissa-lewis,Steele-Montgomery,tanner-clarke.info,,India,West Lisa,Finance,http://tanner-clarke.info,https://www.linkedin.com/company/steele-montgomery,Mrs,VP,9667.0,1
undeliverable,omar.richards@nelson.com,Omar Richards,Omar,Richards,https://www.linkedin.com/in/omar-richards,Martinez-Arroyo,holmes.info,,Angola,Hamiltonmouth,Entertainment,http://holmes.info,https://www.linkedin.com/company/martinez-arroyo,Mrs,CEO,7056.0,1
deliverable,samantha.ford@morales-gray.biz,Samantha Ford,Samantha,Ford,https://www.linkedin.com/in/samantha-ford,Black, Woodard and Ortiz,cantrell.org,,Togo,New Christophermouth,Entertainment,http://cantrell.org,https://www.linkedin.com/company/black,-woodard-and-ortiz,Mrs,CFO,7576.0,1
undeliverable,melissa.collins@alvarado.net,Melissa Collins,Melissa,Collins,https://www.linkedin.com/in/melissa-collins,Hubbard-Brown,stone-knight.info,,Syrian Arab Republic,Hamiltontown,Manufacturing,http://stone-knight.info,https://www.linkedin.com/company/hubbard-brown,Mrs,CEO,2950.0,1
deliverable,kathleen.norton@smith-carey.net,Kathleen Norton,Kathleen,Norton,https://www.linkedin.com/in/kathleen-norton,Johnson, Salas and Waller,powell.com,,Thailand,South Madison,Technology,http://powell.com,https://www.linkedin.com/company/johnson,-salas-and-waller,Mrs,CTO,9818.0,1
undeliverable,james.rogers@campbell.com,James Rogers,James,Rogers,https://www.linkedin.com/in/james-rogers,Coffey, Williams and Davis,kelley.com,,Malta,Port Michaelton,Finance,http://kelley.com,https://www.linkedin.com/company/coffey,-williams-and-davis,Mr,COO,5001.0,1
undeliverable,ashley.harmon@martinez.com,Ashley Harmon,Ashley,Harmon,https://www.linkedin.com/in/ashley-harmon,Benson PLC,torres.info,,Jamaica,Lake Amanda,Retail,http://torres.info,https://www.linkedin.com/company/benson-plc,Mr,CMO,3447.0,1
deliverable,dakota.davis@morrison.com,Dakota Davis,Dakota,Davis,https://www.linkedin.com/in/dakota-davis,Lowe Inc,scott-wilson.com,,Kenya,Emilymouth,Retail,http://scott-wilson.com,https://www.linkedin.com/company/lowe-inc,Mr,CFO,7489.0,1
deliverable,kimberly.olsen@stark.com,Kimberly Olsen,Kimberly,Olsen,https://www.linkedin.com/in/kimberly-olsen,Wolf, Reilly and Kelly,davidson-wilson.org,,Libyan Arab Jamahiriya,North Anthonyhaven,Education,http://davidson-wilson.org,https://www.linkedin.com/company/wolf,-reilly-and-kelly,Mr,VP,5722.0,1
undeliverable,melinda.torres@lane.com,Melinda Torres,Melinda,Torres,https://www.linkedin.com/in/melinda-torres,Ross, Harmon and Wiggins,wilson.biz,,Kazakhstan,Port Anthonyview,Retail,http://wilson.biz,https://www.linkedin.com/company/ross,-harmon-and-wiggins,Mr,CFO,9300.0,1
undeliverable,larry.landry@duncan.org,Larry Landry,Larry,Landry,https://www.linkedin.com/in/larry-landry,Alexander Ltd,miller.net,,Saudi Arabia,North Seanborough,Education,http://miller.net,https://www.linkedin.com/company/alexander-ltd,Mr,CTO,925.0,1
undeliverable,james.king@butler.com,James King,James,King,https://www.linkedin.com/in/james-king,Owens and Sons,rubio-ford.com,,Portugal,Jensenberg,Retail,http://rubio-ford.com,https://www.linkedin.com/company/owens-and-sons,Mr,CEO,2621.0,1
deliverable,larry.scott@terrell-myers.com,Larry Scott,Larry,Scott,https://www.linkedin.com/in/larry-scott,Newman and Sons,wang-fitzgerald.com,,Korea,Smithton,Finance,http://wang-fitzgerald.com,https://www.linkedin.com/company/newman-and-sons,Mr,Director,2560.0,1
deliverable,rachel.parks@adams.com,Rachel Parks,Rachel,Parks,https://www.linkedin.com/in/rachel-parks,Prince, Santos and Carter,moore-brewer.com,,Uzbekistan,South Jeffreyhaven,Entertainment,http://moore-brewer.com,https://www.linkedin.com/company/prince,-santos-and-carter,Mr,COO,5214.0,1
deliverable,kristin.oconnor@dunn.com,Kristin Oconnor,Kristin,Oconnor,https://www.linkedin.com/in/kristin-oconnor,Olson-Jackson,schmidt-miles.biz,,India,Port Candice,Finance,http://schmidt-miles.biz,https://www.linkedin.com/company/olson-jackson,Mr,CTO,3205.0,1
deliverable,arthur.wood@ellis.com,Arthur Wood,Arthur,Wood,https://www.linkedin.com/in/arthur-wood,Peterson Ltd,bishop-patel.net,,Australia,Adamsview,Entertainment,http://bishop-patel.net,https://www.linkedin.com/company/peterson-ltd,Mr,VP,8984.0,1
undeliverable,kenneth.wilson@ward.biz,Kenneth Wilson,Kenneth,Wilson,https://www.linkedin.com/in/kenneth-wilson,Hernandez-Hill,collins.com,,Lebanon,Jennifermouth,Manufacturing,http://collins.com,https://www.linkedin.com/company/hernandez-hill,Mr,CEO,7023.0,1
deliverable,jennifer.ramirez@smith-erickson.net,Jennifer Ramirez,Jennifer,Ramirez,https://www.linkedin.com/in/jennifer-ramirez,Alvarez Ltd,wilson-larson.com,,Cape Verde,Williamschester,Retail,http://wilson-larson.com,https://www.linkedin.com/company/alvarez-ltd,Mr,CMO,2736.0,1
undeliverable,alexandra.henry@dawson.com,Alexandra Henry,Alexandra,Henry,https://www.linkedin.com/in/alexandra-henry,Arnold, Wagner and Ramirez,turner.biz,,Svalbard & Jan Mayen Islands,South Davidville,Retail,http://turner.biz,https://www.linkedin.com/company/arnold,-wagner-and-ramirez,Mrs,CEO,1780.0,1
deliverable,mark.butler@davis.info,Mark Butler,Mark,Butler,https://www.linkedin.com/in/mark-butler,Robinson-James,jones-hoffman.com,,Kyrgyz Republic,South Jodiborough,Healthcare,http://jones-hoffman.com,https://www.linkedin.com/company/robinson-james,Mrs,COO,4444.0,1
undeliverable,katie.patton@moran-nicholson.info,Katie Patton,Katie,Patton,https://www.linkedin.com/in/katie-patton,Williams and Sons,christensen.net,,Antarctica (the territory South of 60 deg S),Whiteview,Healthcare,http://christensen.net,https://www.linkedin.com/company/williams-and-sons,Mrs,CTO,455.0,1
deliverable,sandra.ellis@carter.info,Sandra Ellis,Sandra,Ellis,https://www.linkedin.com/in/sandra-ellis,Wood PLC,davis.com,,Guatemala,Crawfordhaven,Finance,http://davis.com,https://www.linkedin.com/company/wood-plc,Mrs,CEO,9122.0,1
deliverable,lisa.murray@adams.com,Lisa Murray,Lisa,Murray,https://www.linkedin.com/in/lisa-murray,Pratt-Park,davis.com,,Bouvet Island (Bouvetoya),West Samuel,Education,http://davis.com,https://www.linkedin.com/company/pratt-park,Mrs,CTO,7919.0,1
deliverable,amanda.holt@benjamin.com,Amanda Holt,Amanda,Holt,https://www.linkedin.com/in/amanda-holt,Rodriguez and Sons,campbell-butler.org,,Suriname,Michaelview,Retail,http://campbell-butler.org,https://www.linkedin.com/company/rodriguez-and-sons,Mrs,CFO,5680.0,1
undeliverable,randall.rodriguez@gomez-collins.info,Randall Rodriguez,Randall,Rodriguez,https://www.linkedin.com/in/randall-rodriguez,Shepherd Group,fisher-thomas.com,,New Caledonia,East Timothyfurt,Finance,http://fisher-thomas.com,https://www.linkedin.com/company/shepherd-group,Mrs,VP,7097.0,1
deliverable,jose.proctor@choi-clarke.com,Jose Proctor,Jose,Proctor,https://www.linkedin.com/in/jose-proctor,Walter-Morgan,sanders-thomas.com,,United States Minor Outlying Islands,West Danielle,Finance,http://sanders-thomas.com,https://www.linkedin.com/company/walter-morgan,Mrs,CTO,1136.0,1
deliverable,nicole.oliver@clark-haynes.com,Nicole Oliver,Nicole,Oliver,https://www.linkedin.com/in/nicole-oliver,Green PLC,allen.com,,Iceland,West Heather,Technology,http://allen.com,https://www.linkedin.com/company/green-plc,Mrs,Director,4583.0,1
deliverable,tim.mays@johnson-hansen.com,Tim Mays,Tim,Mays,https://www.linkedin.com/in/tim-mays,Owens-Garcia,gonzalez.com,,Guam,Brownburgh,Healthcare,http://gonzalez.com,https://www.linkedin.com/company/owens-garcia,Mrs,Director,2821.0,1
deliverable,michael.fletcher@moore-madden.com,Michael Fletcher,Michael,Fletcher,https://www.linkedin.com/in/michael-fletcher,Oliver PLC,thomas.org,,United States of America,Tinahaven,Education,http://thomas.org,https://www.linkedin.com/company/oliver-plc,Mrs,CFO,2869.0,1
undeliverable,christina.johnston@reilly-neal.biz,Christina Johnston,Christina,Johnston,https://www.linkedin.com/in/christina-johnston,Carroll Group,johnson.info,,Jersey,East Amanda,Education,http://johnson.info,https://www.linkedin.com/company/carroll-group,Mrs,CFO,7610.0,1
deliverable,charles.smith@thompson.com,Charles Smith,Charles,Smith,https://www.linkedin.com/in/charles-smith,Kent and Sons,wu-davis.com,,Korea,New Gregory,Retail,http://wu-davis.com,https://www.linkedin.com/company/kent-and-sons,Mrs,CTO,4096.0,1
deliverable,jason.pierce@anderson.org,Jason Pierce,Jason,Pierce,https://www.linkedin.com/in/jason-pierce,Cochran, Green and Mason,lewis-livingston.info,,Palestinian Territory,Lake Tammychester,Retail,http://lewis-livingston.info,https://www.linkedin.com/company/cochran,-green-and-mason,Mrs,VP,6933.0,1
deliverable,jeffery.hoover@reed-ramirez.com,Jeffery Hoover,Jeffery,Hoover,https://www.linkedin.com/in/jeffery-hoover,Scott, Palmer and Parker,jackson-howard.com,,Saudi Arabia,Port Danielside,Retail,http://jackson-howard.com,https://www.linkedin.com/company/scott,-palmer-and-parker,Mrs,VP,7571.0,1
deliverable,tyler.benitez@armstrong.com,Tyler Benitez,Tyler,Benitez,https://www.linkedin.com/in/tyler-benitez,Smith Inc,farmer-hall.com,,Myanmar,Amandafort,Education,http://farmer-hall.com,https://www.linkedin.com/company/smith-inc,Mrs,COO,7582.0,1
deliverable,carrie.roberson@johnson.net,Carrie Roberson,Carrie,Roberson,https://www.linkedin.com/in/carrie-roberson,Meyers Group,austin-marshall.org,,Spain,Gibbsfurt,Entertainment,http://austin-marshall.org,https://www.linkedin.com/company/meyers-group,Mrs,CEO,474.0,1
deliverable,jennifer.porter@garcia.biz,Jennifer Porter,Jennifer,Porter,https://www.linkedin.com/in/jennifer-porter,Fowler, Arnold and Lee,johnson.org,,Romania,West David,Healthcare,http://johnson.org,https://www.linkedin.com/company/fowler,-arnold-and-lee,Mrs,VP,5818.0,1
undeliverable,dale.house@mayer.net,Dale House,Dale,House,https://www.linkedin.com/in/dale-house,Gomez-Pitts,gaines.info,,Macedonia,Pattersonbury,Finance,http://gaines.info,https://www.linkedin.com/company/gomez-pitts,Mrs,CEO,9279.0,1
undeliverable,monique.clarke@tate.com,Monique Clarke,Monique,Clarke,https://www.linkedin.com/in/monique-clarke,Jennings, Bradshaw and Wilson,smith.com,,Burundi,Saraland,Education,http://smith.com,https://www.linkedin.com/company/jennings,-bradshaw-and-wilson,Mrs,CTO,2730.0,1
deliverable,robert.parsons@jenkins-mitchell.net,Robert Parsons,Robert,Parsons,https://www.linkedin.com/in/robert-parsons,Sanders Inc,lewis-herman.com,,Iran,Johnsontown,Healthcare,http://lewis-herman.com,https://www.linkedin.com/company/sanders-inc,Mrs,CEO,2419.0,1
deliverable,lisa.miller@banks-yates.com,Lisa Miller,Lisa,Miller,https://www.linkedin.com/in/lisa-miller,Myers, Rodriguez and Morris,watson-jackson.com,,Estonia,Douglaschester,Technology,http://watson-jackson.com,https://www.linkedin.com/company/myers,-rodriguez-and-morris,Mrs,Director,3007.0,1
deliverable,scott.murray@martin.info,Scott Murray,Scott,Murray,https://www.linkedin.com/in/scott-murray,Hansen Inc,gonzales.biz,,Haiti,Port Duane,Healthcare,http://gonzales.biz,https://www.linkedin.com/company/hansen-inc,Mrs,CMO,2870.0,1
deliverable,phyllis.greene@rivera.biz,Phyllis Greene,Phyllis,Greene,https://www.linkedin.com/in/phyllis-greene,Levy Group,zuniga.com,,Gambia,Dianafurt,Entertainment,http://zuniga.com,https://www.linkedin.com/company/levy-group,Mrs,CTO,2364.0,1
undeliverable,richard.ward@neal-dunn.com,Richard Ward,Richard,Ward,https://www.linkedin.com/in/richard-ward,Vargas-Mcpherson,jackson-boyd.info,,Netherlands,Mayerville,Manufacturing,http://jackson-boyd.info,https://www.linkedin.com/company/vargas-mcpherson,Mrs,COO,6929.0,1
deliverable,kevin.brewer@jenkins.com,Kevin Brewer,Kevin,Brewer,https://www.linkedin.com/in/kevin-brewer,Mckinney, Bell and Bates,petersen.com,,Norfolk Island,Port Marcusborough,Entertainment,http://petersen.com,https://www.linkedin.com/company/mckinney,-bell-and-bates,Mrs,COO,3875.0,1
deliverable,misty.maynard@love.com,Misty Maynard,Misty,Maynard,https://www.linkedin.com/in/misty-maynard,Miles, Clayton and Vasquez,riley.info,,El Salvador,Miguelfort,Entertainment,http://riley.info,https://www.linkedin.com/company/miles,-clayton-and-vasquez,Mrs,CMO,8682.0,1
undeliverable,justin.bush@ramirez.com,Justin Bush,Justin,Bush,https://www.linkedin.com/in/justin-bush,Morris-Griffith,shelton.info,,Lithuania,North Whitney,Technology,http://shelton.info,https://www.linkedin.com/company/morris-griffith,Mrs,COO,5887.0,1
undeliverable,monique.lee@mclaughlin.com,Monique Lee,Monique,Lee,https://www.linkedin.com/in/monique-lee,Chavez-Gillespie,vargas.com,,Serbia,New Amandaside,Finance,http://vargas.com,https://www.linkedin.com/company/chavez-gillespie,Mrs,CTO,2921.0,1
